"miRNA"	"X07a10aa5.fb68.4d78.b02c.f1456e297f4f.mirbase21.isoforms.quantification.txt"	"X182d6150.e189.4b73.b782.f7d7ccb2fcc8.mirbase21.isoforms.quantification.txt"	"X1fb66ad0.dc12.45de.83fd.709208db8dce.mirbase21.isoforms.quantification.txt"	"X2ab22567.023f.4e2b.80a5.00c7d58f4716.mirbase21.isoforms.quantification.txt"	"X2dfc2f5f.3400.4f0d.be2e.25f646d08958.mirbase21.isoforms.quantification.txt"	"X32100d21.e578.43a9.9e7e.0a59069fd6bf.mirbase21.isoforms.quantification.txt"	"X3829e826.bcd8.44b6.929a.ee890c94d6cd.mirbase21.isoforms.quantification.txt"	"X38d93245.1ccd.40b9.8fcf.5d5cb342b704.mirbase21.isoforms.quantification.txt"	"X40a39e83.23c6.4240.a1a0.ddf221f23103.mirbase21.isoforms.quantification.txt"	"X4348a153.a786.4cb2.8fec.918acf9f9254.mirbase21.isoforms.quantification.txt"	"X44ad6046.e17a.4655.bb58.3c778930e938.mirbase21.isoforms.quantification.txt"	"X4b31b50d.f2ba.4f7e.a49e.0331ea38674a.mirbase21.isoforms.quantification.txt"	"X4d9fe929.fb0d.4a9f.bd42.922fafef34bc.mirbase21.isoforms.quantification.txt"	"X54a07c50.39fc.486b.8098.c7add372def7.mirbase21.isoforms.quantification.txt"	"X64cf1660.e7e0.4eed.811f.4dae145134ce.mirbase21.isoforms.quantification.txt"	"X66b305e4.c0b4.40ba.a384.3f9eca90358c.mirbase21.isoforms.quantification.txt"	"X6ed4a3e1.7ef1.4174.af0f.45228711ac54.mirbase21.isoforms.quantification.txt"	"X768a3bc8.2d00.443b.8ad7.0a1b42ebc5bd.mirbase21.isoforms.quantification.txt"	"X7888df2c.7336.4256.a863.4a38cf4471c3.mirbase21.isoforms.quantification.txt"	"X78b783b1.c2eb.4b94.9765.b4b8bf3776e0.mirbase21.isoforms.quantification.txt"	"X7aaa0428.ac76.4e4d.96ce.18d131d88812.mirbase21.isoforms.quantification.txt"	"X7b27e34c.764e.4463.a7cc.7b451b70bf8e.mirbase21.isoforms.quantification.txt"	"X812d4342.28b2.4af5.b47e.7897475693bc.mirbase21.isoforms.quantification.txt"	"X88ef0233.d4f6.43ee.aa5f.2bb5089072d5.mirbase21.isoforms.quantification.txt"	"X8ca45577.302c.4993.880b.474a9163cf29.mirbase21.isoforms.quantification.txt"	"X8da3699a.be12.462f.b5e6.06d1b57bff4e.mirbase21.isoforms.quantification.txt"	"X91c07e4a.3521.4f9c.a1ad.ba8c677a7c98.mirbase21.isoforms.quantification.txt"	"X96002921.1f7a.4f47.a399.05e7f04b6b37.mirbase21.isoforms.quantification.txt"	"a4d3c98b.b149.456c.93c8.47d70479ee23.mirbase21.isoforms.quantification.txt"	"a745f847.1d36.4fca.ba69.8c33e91f7168.mirbase21.isoforms.quantification.txt"	"b086a8ee.57ae.47a2.8173.71df4f47b02f.mirbase21.isoforms.quantification.txt"	"b9316b2e.455d.4325.9661.94b05c789aa0.mirbase21.isoforms.quantification.txt"	"c0d51bdd.0b43.4c59.8ef1.7ea059883bf2.mirbase21.isoforms.quantification.txt"	"c8ec24f0.e0a0.4cc2.9f60.c27c32094390.mirbase21.isoforms.quantification.txt"	"ca17208e.35a3.4156.bca7.9e134d872bb8.mirbase21.isoforms.quantification.txt"	"caad916f.d439.4849.a3a5.e29dcd54cd43.mirbase21.isoforms.quantification.txt"	"cd35dff1.a712.4da6.a4e9.f49c09f4d6ed.mirbase21.isoforms.quantification.txt"	"df69dca7.80f1.40a2.b0f2.bdbf123acee6.mirbase21.isoforms.quantification.txt"	"e3950880.413b.4d62.a32a.779538e2ebc3.mirbase21.isoforms.quantification.txt"	"e3bb32f2.5cdd.4fc3.af9c.72cfe24f234d.mirbase21.isoforms.quantification.txt"	"e41e3b77.c931.4d03.bd39.7297965bfc95.mirbase21.isoforms.quantification.txt"	"e4d4d649.3cbb.450f.ae97.d34b21f43435.mirbase21.isoforms.quantification.txt"	"ea00711d.4423.4509.acd0.f3ec943711c1.mirbase21.isoforms.quantification.txt"	"f2809fd4.3e86.4ee2.ae5a.6a56256b95e7.mirbase21.isoforms.quantification.txt"	"fcc2dd9d.37b4.49fd.9d3b.202406b78b69.mirbase21.isoforms.quantification.txt"
"hsa-miR-2276-3p"	0.178916	0	0	0.102806	0	0	0	0.103902	0.151278	0	0	0	0	0	0	0	0	0.138001	0	0	0	0.20047	0.258727	0.706072	0	0	0	0	0.23144	0.221326	0.157346	0.075965	0	0	0.165984	0	0	0	0	0	0	0	0	0	0
"hsa-miR-2276-5p"	0	0.813304	0	0.205612	0	0	0	0.103902	0.302556	0	0	0	0	0	0	0.642833	0.270192	0	0	0.15515	0	0.20047	0	0	0	0	0	0	0.23144	0.663978	0.314692	0	0	0.460709	0	0.271932	0.4014	0	0	0	0.581017	0.740307	0	0.311409	0
"hsa-miR-2277-3p"	0	0.609978	0	0.102806	0	0	0.383164	0.103902	0.151278	0.14972	0.340199	0	0.156576	0	0	0.482125	1.080768	0	0.17714	0	0.205999	0.40094	0.258727	0	0.427162	0.401461	0	0.351279	0	0.221326	0.157346	0.075965	0	0	0.331968	0.271932	0.2007	0.252816	0	0.272864	0	0	0.786404	0.622818	0.503455
"hsa-miR-2277-5p"	0.178916	0.203326	0.158362	0.308417	0	0.127196	0.574746	0.519509	0.756391	0.44916	0.340199	1.017332	0.313152	0.532539	0.332971	0.321417	1.080768	0.276002	0.708559	0.46545	0.411998	0.20047	0.258727	0	0.640743	1.605846	0.319067	1.756393	0.925759	1.991933	1.101424	0.227895	0.874358	0.230354	0.331968	0.543864	0.4014	0.252816	0.537369	0.545728	0	0.493538	6.29123	0.934228	1.258639
"hsa-miR-2278"	0	0	0	0	0	0	0	0	0	0	0	0	0.313153	0	0	0	0.270192	0	0	0.15515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-2355-3p"	2.683744	2.643238	3.642319	4.626258	3.989842	2.289534	3.065313	1.974135	3.176841	2.9944	7.824568	4.577993	9.394576	2.84021	5.660505	6.910457	9.726909	2.070014	1.594259	1.551498	7.827973	5.813626	11.383977	9.178936	4.698781	5.620459	12.4436	8.430688	7.868949	9.738339	3.461618	1.671228	2.477347	2.073188	4.315589	7.342161	3.010499	2.275346	1.074738	4.09296	3.776612	6.909537	0.786404	3.114091	7.551832
"hsa-miR-2355-5p"	22.185632	33.345479	31.355603	30.327694	23.63213	35.614974	14.36866	13.818943	25.717296	29.195415	52.050377	38.658598	35.699387	25.561904	33.630055	56.569312	49.715312	12.834073	12.576927	23.117306	39.757868	46.909939	47.864444	38.833964	29.90133	42.153456	42.435857	72.01212	46.287947	36.961419	30.997221	9.647535	17.049976	14.742675	24.233697	35.623073	31.108482	18.708416	24.718983	33.562267	29.34136	28.131693	10.223249	33.320784	47.828271
"hsa-miR-23a-3p"	3032.095987	2284.775265	4509.505739	5225.718748	2222.647807	2662.600793	5249.159288	3498.062753	3991.021939	3903.501816	4339.232376	5779.968996	5389.824797	1870.811907	5025.861845	5191.680776	5619.451441	2273.148801	3821.083112	1630.778473	7102.444489	4394.098009	7886.766697	3689.932682	3758.810749	2885.303659	5766.490479	2468.786259	6142.642335	5099.56897	3219.462858	2718.705619	2485.944702	2595.862514	6472.720742	9483.079312	1311.774421	5792.783047	1286.999211	7227.893245	1465.324908	2694.96682	2452.006767	1404.766865	2895.875843
"hsa-miR-23a-5p"	1.43133	0.813304	0.633447	1.130863	3.376019	0.763178	0.766328	0.831214	2.874286	1.347481	5.102979	1.780331	2.97495	0.355026	5.993475	0.321416	1.891344	0.414003	7.439874	0.775748	4.943984	2.004698	6.726896	0.706072	1.922229	1.605846	1.9144	0.351279	3.471595	1.549282	2.832234	0.379825	2.623073	1.61248	1.99181	2.719319	1.4049	2.528163	0	6.003008	3.776611	1.233846	1.96601	0.934227	1.762093
"hsa-miR-23b-3p"	1128.604562	2031.227632	1074.800374	854.315728	2116.456678	921.410219	1106.961656	926.07697	1565.729555	1192.819842	1554.707328	895.760399	845.824989	2227.96852	1101.467536	1334.521504	1136.967577	494.318786	956.555042	2587.741809	1125.992269	2103.730304	1812.380695	1161.488567	1021.984741	455.257315	2925.521566	1047.512896	3140.405931	1301.838667	465.74508	642.206747	652.999483	7924.417993	1603.241602	1411.326287	2694.1952	974.101733	2546.592595	2434.492188	2801.664037	2379.102195	1373.847281	2735.106932	755.183201
"hsa-miR-23b-5p"	1.431331	1.01663	0.475085	0.411224	1.841466	0.254392	0.574746	1.039019	1.512781	0.59888	1.700995	0.762999	0.469728	0.887565	0.332971	0.642833	0.540384	0.552003	0.35428	1.241197	1.029997	1.00235	0	0.706072	1.067905	0.401461	3.190668	0.702558	3.471595	0.663978	0.157346	0.15193	0.437179	7.140982	1.825825	0.271932	1.6056	0.758448	0.537369	1.36432	0	0.740307	0	0.311409	0.251728
"hsa-miR-23c"	0.178916	1.423282	0.633446	0.205612	1.227643	0.127196	0.383164	0.623411	0.756391	1.04804	1.020596	0	0.313152	2.130159	0	0.803542	0.540384	0.138001	0.35428	2.327245	0.411999	1.403289	0.517453	2.824288	0.427162	0.401461	1.595333	0.702558	0.462879	1.10663	0.472038	0.455789	0.728631	5.528503	1.327873	0	2.207699	1.011265	1.074738	1.091456	2.03356	0.740307	0.393202	2.179864	0.251728
"hsa-miR-24-1-5p"	10.734981	27.245696	14.094185	6.785177	26.701238	12.338045	6.705374	11.533102	23.901957	19.313887	12.587348	7.629987	9.081423	23.786771	18.646369	11.410287	25.938425	12.28207	8.502712	21.720957	17.509942	28.065775	17.075964	19.770017	23.921065	8.029227	38.926124	7.025574	25.689811	18.591372	3.461619	4.481927	6.849133	80.163292	23.569757	15.772048	26.693084	5.56196	46.751117	22.374844	31.084412	42.691079	7.864039	39.23756	5.034555
"hsa-miR-24-2-5p"	18.428386	12.402892	27.713285	21.897624	7.365859	24.294499	14.751823	24.936439	33.432485	37.579737	13.267745	24.415957	30.219219	8.343121	32.298172	16.070827	47.283586	19.872113	20.902499	8.378084	39.963868	20.648393	33.375746	21.182163	24.775389	18.868687	16.591464	15.807539	16.432222	15.714138	13.059742	10.787009	6.994861	9.674879	30.873063	33.71955	6.422397	19.466864	3.761584	21.010525	5.229154	16.28677	11.402855	5.293957	8.810471
"hsa-miR-24-3p"	1469.082439	825.707245	1221.284885	1693.724624	844.618446	1103.173775	1315.786193	1510.420836	2194.139266	1340.443837	1188.9939	1716.746934	2613.727605	1169.989681	1681.835714	987.070214	1403.106614	1048.391909	1614.806622	1091.478125	1755.320188	1179.163488	1848.084983	1346.479448	1027.324264	957.887086	1802.726236	1569.86423	1600.637294	1536.665401	977.749973	1023.778134	796.6856	2407.663059	2656.743465	1936.426685	871.840284	1854.914206	1101.606838	1777.981517	836.083488	1418.923101	1136.353361	866.02896	1207.537936
"hsa-miR-25-3p"	5043.473998	4704.152405	4691.146525	11363.427249	4283.860546	6802.078184	3740.066706	8356.823804	8427.558232	5713.168374	4590.6391	4349.346557	6706.161465	3884.876989	11841.441951	8284.190083	12025.701735	4563.685705	7333.942933	3229.596108	5652.827287	6576.41248	6358.467943	14495.659776	8582.963162	10566.867622	7265.146252	11396.181532	6549.976289	4275.351493	3440.534423	3901.933953	3557.178623	3175.203559	7191.100456	6714.269246	4098.692964	8933.774482	4353.227816	5877.489543	4839.871713	4406.805005	5668.397935	3599.578849	7170.464482
"hsa-miR-25-5p"	0.178916	0	0	0.205612	0	0	0	0.103902	0	0	0.340199	0	0.313153	0	0	0.482125	0.270192	0.138001	0.17714	0	0	0.20047	0	1.412144	0	0.802922	0.319067	0	0	0	0.157346	0.075965	0.145726	0	0.331968	0	0.2007	0	0	0	0	0	0	0	0
"hsa-miR-2681-3p"	0	0.203326	0	0	0.306911	0	0	0	0	0	0	0	0	0.177513	0	0	0	0	0	0.15515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252816	0	0	0	0.246769	0	0	0
"hsa-miR-2681-5p"	0	0	0	0	0	0.127196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-2682-3p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258727	0	0	0	0	0	0	0	0	0.075965	0	0	0	0	0	0.252816	0	0	0	0	0	0	0
"hsa-miR-2682-5p"	0	0	0	0	0	0	0	0	0	0	0	0.254333	0.156576	0	0	0.321416	0	0	0	0	0	0	0.258727	0	0	0	0	0	0	0	0	0.227895	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-26a-1-3p"	0.357833	1.219956	1.741978	0.616834	1.841465	0.381589	0.766329	1.039018	2.269172	0.89832	1.020596	0.762999	2.974949	0.53254	1.331883	0.964249	1.621152	0.828005	1.062839	1.241198	2.059993	1.202819	1.293633	1.412144	0.854324	0	1.276266	0.351279	0.925759	0.221326	0.314693	0.15193	1.16581	1.151772	1.327873	3.263182	1.0035	0.505632	2.686846	0.272864	1.743052	1.480615	1.179606	0.622818	3.775916
"hsa-miR-26a-2-3p"	1.431331	4.269848	4.909211	2.056115	4.296751	5.596639	3.256897	2.597546	6.051128	6.288243	2.38139	3.560661	4.070984	2.662698	3.995651	1.446375	5.403839	2.346014	2.479958	2.172095	3.707987	3.207517	3.880901	3.53036	5.339524	6.423383	0.638133	1.053836	2.545838	1.10663	1.101424	1.595262	2.040167	5.758857	2.489762	5.166705	2.809799	3.53943	3.761584	4.09296	2.033561	4.688616	0.393202	2.802683	2.517277
"hsa-miR-26a-5p"	2527.551777	2884.587228	2980.524211	2228.931324	3465.636432	2303.652745	1382.648365	2476.603908	3354.89703	1997.565252	1011.070066	1469.789705	2415.658627	3035.83122	3570.113339	1547.299259	2765.144056	2443.165763	1882.996315	2272.632771	1823.093964	1884.616791	1844.980263	2041.960449	2844.4708	7172.510803	2102.329766	1000.79284	2087.35508	1769.057542	998.519686	1897.525713	1985.520637	2370.11531	3152.040383	3900.590422	2298.615736	2547.378431	1752.360929	3163.038942	1535.046949	2448.444352	687.316842	1680.986816	1730.879895
"hsa-miR-26b-3p"	11.629565	66.284306	15.51944	31.869781	50.026456	3.81589	14.751826	7.480932	33.129929	10.180965	19.391318	17.294637	34.446779	31.95238	37.958675	36.159362	32.42303	14.214081	22.142478	34.908681	34.607885	16.037586	10.866522	16.239657	27.979101	54.59876	31.587594	26.345898	33.327324	16.820765	11.643627	5.773328	14.572629	19.580115	24.897633	67.439098	39.939276	22.500663	55.349026	30.833627	42.123734	49.353847	35.388167	47.334196	37.507432
"hsa-miR-26b-5p"	351.92853	1288.884081	757.285308	637.704028	1055.466141	367.851788	261.126468	588.396038	1092.228731	683.322426	417.423609	375.395329	839.092207	1009.340213	1012.564322	513.462933	1193.707879	860.434847	417.872842	928.88124	609.96398	594.994429	632.586839	381.278921	1143.939449	1226.06336	433.611496	637.922003	459.870778	285.731676	233.501924	377.697182	266.679102	650.750875	694.809955	1386.308559	976.00352	569.595435	1083.336288	689.254344	871.52552	962.153248	660.972318	732.745829	516.545309
"hsa-miR-27a-3p"	1150.432359	581.30929	1887.037168	1753.557567	500.57147	861.755141	1746.271285	1405.37609	2124.551289	1789.753786	824.301063	2281.365919	2708.143092	570.35	2306.821973	1105.833629	1919.713554	1564.652812	1385.764831	461.570351	2730.314962	1143.07892	1971.497631	1263.162947	1385.71306	1096.792764	1245.635966	1249.849389	1591.379703	1538.657327	1381.657951	823.762713	981.757984	618.501275	1830.971958	2622.238805	302.856121	1947.192208	305.763069	1893.675832	351.805802	792.376014	809.602618	236.048168	1086.960352
"hsa-miR-27a-5p"	3.041579	1.219956	5.384296	12.233884	7.97968	2.41673	6.513793	2.078037	16.18677	11.678166	4.082383	18.057634	32.724439	2.485185	29.634405	0.642833	4.863455	5.658033	20.548219	3.723593	15.655948	3.808927	16.299783	3.53036	8.970399	4.014614	7.019465	2.107672	2.777277	5.311821	4.72039	5.089645	10.492292	7.601691	5.809448	7.614092	3.010498	17.697151	0.537369	11.73315	3.776611	3.454769	0.786404	2.491273	5.789738
"hsa-miR-27b-3p"	1407.177374	2376.881987	1545.292773	1015.001106	2332.521863	980.429318	1272.680213	1396.44053	2717.561902	1915.51865	1889.462691	1071.250084	1531.62903	2919.205031	1634.886822	1189.401931	1437.150794	1330.465494	1064.610332	3278.468264	1471.453128	2828.428706	2267.998454	1444.623471	1352.394435	542.77592	2844.797715	1677.70677	3051.070188	1604.16978	627.025047	819.584647	1074.002721	10661.487689	2014.052555	1420.571971	3248.12687	1137.421158	3078.588094	2374.189253	3008.506091	3489.070217	1405.303428	2951.224913	865.691674
"hsa-miR-27b-5p"	11.092815	12.809544	10.610229	8.430071	8.900412	10.811689	9.004359	10.701888	27.381357	14.522847	13.948141	7.121321	11.586644	14.023545	12.985865	8.517537	9.726909	11.316065	11.514088	16.135569	10.505966	26.662487	13.712516	17.651801	11.746953	4.014613	34.140126	10.187081	28.467087	13.722204	6.923237	6.381047	14.572629	111.952185	17.926296	5.166706	16.858791	9.10139	30.630044	21.829117	16.849496	14.312614	9.830048	14.947641	6.293193
"hsa-miR-28-3p"	1892.219694	4716.555297	1872.467898	1872.195395	4399.565907	3020.658464	1747.420777	2048.632289	3177.598962	2393.125691	3076.0752	3757.768281	2594.31215	3401.153443	2817.266271	2796.002541	4091.245972	2094.023795	3469.460563	2978.253599	2559.335525	2602.298748	3138.872603	3315.008408	2911.962368	4538.923495	2902.229701	3842.285727	2585.413418	2222.111562	1800.041791	1051.201444	1740.554753	2725.551979	3356.864916	2081.910223	4011.187815	3312.906608	3889.478202	1773.615694	3656.630567	4022.091769	3874.611077	4048.319496	5796.282787
"hsa-miR-28-5p"	117.905899	177.503676	59.702335	114.628403	213.302986	55.711993	68.969573	98.083323	137.209342	63.780752	116.007703	121.82545	119.780843	233.607406	110.213349	78.586345	100.781585	59.892338	114.963744	200.298262	91.463697	104.244307	126.517367	93.201514	95.684256	168.61382	115.18304	152.103651	77.300877	127.262367	64.197294	67.760638	89.03876	126.003797	139.426747	100.342852	190.263487	203.517231	135.954406	94.683792	150.192899	192.726772	121.499373	173.143512	176.712871
"hsa-miR-296-3p"	0.536749	1.219956	0.316724	0.205612	0	0.635981	2.490566	0.831216	0.75639	0	0.680398	1.780331	1.25261	0.177513	0.665942	1.124958	0	0.138001	0.35428	1.396348	2.471991	0.40094	0.517454	2.118216	0.213581	1.605845	0.638134	0	2.545836	0.442652	0.786731	0.075965	3.205977	0.230354	2.655748	1.35966	2.2077	0.252816	0	1.637184	0.290509	0.246769	0.393202	1.245636	0.251728
"hsa-miR-296-5p"	1.431331	2.439913	2.058701	0.308417	0.613822	1.144767	4.214807	2.597546	3.933233	1.347481	2.041191	2.034664	5.167018	2.485185	7.325359	1.446374	1.080768	2.070012	0.53142	0.775749	4.119987	1.403289	4.139628	7.060721	0.427162	4.817537	0.638133	6.323016	5.323113	0	1.573463	0.15193	3.060252	0.230354	6.639369	10.877275	2.809799	0.252816	1.612108	4.092959	1.162035	1.480615	1.179606	1.868455	0.755184
"hsa-miR-299-3p"	0.536749	1.423282	1.108532	0	0.306911	0.381589	2.298986	1.246822	0.453834	1.04804	1.020596	5.086658	0.313152	1.775132	0.332971	0.482125	0.270192	1.242007	0.531419	1.551497	0.411998	0.20047	1.034906	2.118216	0	0	0.638134	0.702558	0	1.327956	0.314692	2.810699	3.643157	0.460708	0.165984	0.271932	0.4014	0.505632	0	0	0.290509	0.493538	0.393202	0.311409	0.251728
"hsa-miR-299-5p"	7.335572	6.303107	4.434126	2.570144	3.069109	1.653552	31.802635	4.987288	1.815339	6.887123	4.76278	13.733976	1.565763	5.147883	5.993475	3.214166	1.891344	7.866046	2.479958	3.723592	10.711965	1.60376	1.811086	2.118216	3.630876	1.605845	5.424132	3.864065	1.851517	10.402316	2.517541	9.571571	21.858944	4.146377	2.323779	1.359659	2.809799	8.595758	1.612107	4.638688	3.486103	8.883692	1.966009	2.491274	2.769005
"hsa-miR-29a-3p"	9737.16646	8222.913711	4312.978957	2647.247895	10566.937854	7350.548762	3299.810927	4333.225622	12424.328745	5391.120493	7980.037151	7972.31841	6487.580998	9533.347898	10345.071	5553.756515	5661.331187	11193.657043	8393.239071	5800.581749	5086.123164	5108.77292	6654.19259	9358.27933	7788.228531	23316.882779	7388.944089	5857.922547	7645.149175	11157.036228	7612.257151	4701.235986	10930.491474	2506.715403	5911.030133	6915.226878	5907.199588	7121.333436	4663.289837	12405.213886	4822.441204	11223.805134	3963.474694	5007.771215	7345.415258
"hsa-miR-29a-5p"	7.335571	8.946348	5.384296	4.729065	13.810985	3.561496	6.32221	7.273129	13.009925	5.988802	18.030523	13.479644	5.010441	7.455556	9.656155	17.838618	7.835566	4.278024	10.62839	6.205988	6.591977	8.219264	10.607795	6.354648	8.116075	20.474534	7.338533	6.674295	14.812143	8.631709	7.395276	5.545434	8.160672	4.376731	6.971338	11.149206	10.436395	9.607024	6.985799	13.370334	4.648137	8.883692	7.077634	11.210729	11.831204
"hsa-miR-29b-1-5p"	2.146996	3.659869	2.692148	1.233668	6.445127	1.907944	1.724239	1.974135	6.504963	2.844681	4.762783	5.340992	2.974948	3.372749	4.661592	3.374874	4.323072	4.416026	2.834237	5.740539	3.501988	1.804228	5.950716	4.236432	8.116076	11.642382	8.295733	0.702558	5.091675	5.311822	5.192428	2.430875	9.472207	2.073188	2.323778	2.175455	9.232196	2.02253	1.612107	6.275871	1.452544	1.974153	1.179606	4.671138	6.544921
"hsa-miR-29b-2-5p"	9.482568	29.278956	13.935824	11.719855	28.849613	14.118793	10.537018	9.039459	29.801808	20.661369	12.927547	17.54897	22.077253	26.271957	20.644194	38.569986	23.776889	7.314044	18.599681	26.375449	14.007953	9.021143	14.488697	14.121441	19.863027	36.532992	13.400797	19.671605	31.475805	21.247282	7.867316	14.661214	18.79869	79.241878	28.3833	41.605574	24.886787	12.388006	27.943198	18.55475	26.145767	25.664	45.611416	27.715417	26.179683
"hsa-miR-29b-3p"	805.481567	1100.807448	329.708912	180.115664	1242.988626	537.277301	519.95395	401.164948	1115.525574	737.820534	1275.404327	1003.851873	490.710017	818.868516	928.655673	484.214028	1155.34063	1104.006221	956.377904	539.92095	537.040218	1042.242601	1218.085415	2434.536526	1585.624807	2925.851264	891.152988	629.140038	1339.804698	1636.704684	883.499533	528.335458	1418.208208	731.144523	685.016883	566.43404	703.051685	478.328697	551.340789	1352.31375	491.540396	1379.686794	680.239211	676.692173	1133.529986
"hsa-miR-29c-3p"	747.870491	2976.897275	694.099019	676.667403	3575.510484	2391.927001	599.460543	507.560417	2192.475209	1198.209767	606.573998	1050.903455	1551.357642	3990.497362	3686.986101	953.160771	1562.790034	991.811588	1264.246913	2752.04534	926.58493	701.644373	665.186406	732.196745	1819.495924	11286.688056	366.288446	1282.167023	1499.035243	1371.777634	744.877433	1385.06691	1872.72849	2197.810298	2588.357964	2875.679287	2446.330848	1468.357875	1751.823562	3284.4634	1843.276474	3284.498524	2269.561107	1971.531595	1283.811439
"hsa-miR-29c-5p"	8.766901	46.358348	13.144017	9.046905	50.640277	8.522153	7.854867	6.441914	44.02196	11.977604	17.350127	13.733977	18.00627	34.970105	22.64202	27.159698	22.966313	7.176041	20.725359	32.271139	16.891944	9.021144	15.523604	9.178937	20.50377	52.189989	10.848266	14.753705	27.309888	13.058227	11.48628	8.508064	12.823913	44.919086	32.864875	48.675803	37.33018	13.652084	31.704781	27.832125	29.631871	31.586461	41.679397	35.189236	15.858847
"hsa-miR-301a-3p"	2.504829	3.65987	6.80955	6.785179	2.148376	2.543927	4.981135	12.156513	3.781955	5.539642	9.185361	6.10399	6.73278	2.307672	6.992388	4.66054	11.077869	4.416025	6.554174	2.172095	3.295989	5.613156	9.572887	10.591082	8.116076	8.029229	6.062265	7.025573	5.091675	6.861102	4.720389	3.494383	2.768799	12.89984	5.809448	3.535114	1.0035	6.826043	1.074738	5.457279	3.486103	4.195076	9.043643	2.491274	15.607118
"hsa-miR-301a-5p"	1.610247	2.236587	1.108532	4.009424	1.227643	0.635982	2.107404	1.870232	2.723008	1.19776	4.082383	0.762999	3.288101	1.775132	5.327534	4.178415	2.161536	0.690004	3.188517	1.551496	4.325986	1.202818	1.55236	3.53036	2.135809	6.021922	1.276266	4.917902	3.240156	2.213258	1.888155	0.531754	0.874358	1.382126	1.991811	1.631591	1.4049	1.769715	1.612107	1.637184	2.03356	1.727384	3.932018	0.934228	7.048377
"hsa-miR-301b"	0.178916	0.203326	0	1.644892	0	0.381589	0.574746	1.039019	0.151278	1.04804	0.340199	0.508666	0.626305	0.177513	0.998913	0.482125	2.972111	0.276002	0.531419	0.620598	0.617998	0.40094	1.034907	0.706072	0.854324	1.204384	0.638134	1.756394	0	1.10663	0.629386	0.379824	0	0	0.663937	0.271932	0.6021	0.252816	0.537369	0.272864	0.581018	0.246769	1.179606	0.622818	6.544922
"hsa-miR-302a-5p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.537369	0	0	0	0	0	0
"hsa-miR-302b-3p"	0	0	0	0	0	0	0	0	0	0.14972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165984	0	0	0	0	0	0	0	0	0	0
"hsa-miR-3064-3p"	0.178916	0.406652	0.316723	0.308418	0	0.127196	0	0.311706	0	0.44916	0.340199	0.762999	0.313152	0.355026	0.665942	0.482125	0	0.690004	0.17714	0.3103	0	0.20047	0	0.706072	0.640743	1.204384	0.319067	0.702558	0.23144	0.221326	0.314693	0	0.437178	0	0.331968	0	0.2007	0	0.537369	0.272864	0	0.246769	0.393202	0.311409	0
"hsa-miR-3064-5p"	0.178916	0	0.158362	0.205612	0	0.127196	0	0.103902	0.151278	0.14972	0	0	0	0	0	0.160708	0	0.138001	0	0.310299	0	0	0	0	0	0	0	0	0	0.221326	0	0	0.145726	0.230354	0.165984	0	0	0.252816	0	0	0	0.246769	0	0	0
"hsa-miR-3065-3p"	3.578327	80.923782	1.583617	29.094025	30.997988	9.412528	7.088538	7.273129	60.057451	93.425326	26.875685	7.375654	34.133627	25.916931	11.986951	112.174376	11.34806	2.346013	33.656566	46.234609	8.033974	5.412685	13.45379	9.885009	16.445731	14.854074	7.019467	35.830422	31.707245	40.723957	19.038903	6.153152	79.2751	11.517715	3.651652	25.01773	90.716348	8.090126	173.032878	8.731647	48.224414	69.342155	851.282018	184.042831	140.212348
"hsa-miR-3065-5p"	0	3.659869	0.475086	2.158921	1.227644	0.254392	0.383164	0.727313	2.420451	7.186563	2.721588	0.254333	4.22756	1.597618	0.332971	4.821247	1.891344	0.276002	1.771398	2.016946	1.235996	0.40094	1.293633	0	2.34939	1.204383	0	2.458951	1.851518	2.655911	2.360195	0.531754	5.246145	1.151771	1.161889	1.35966	6.221697	1.264082	7.523168	1.637184	2.614578	5.182155	52.689048	10.276502	10.320838
"hsa-miR-3074-3p"	0.357833	0	0	0	0	0	0	0	0.151278	0	0	0	0.156576	0.177513	0	0	0	0	0	0.15515	0.205999	0.20047	0	0	0	0	0	0.702558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
