miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-151a	hg38:chr8:140732621-140732644:-	37	6.554173	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732621-140732645:-	7	1.239979	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732622-140732644:-	409	72.450187	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732622-140732645:-	93	16.474003	N	mature,MIMAT0004697
hsa-mir-151b	hg38:chr14:100109435-100109456:-	8	1.417119	N	mature,MIMAT0010214
hsa-mir-151b	hg38:chr14:100109435-100109457:-	3	0.531419	N	mature,MIMAT0010214
hsa-mir-152	hg38:chr17:48037173-48037195:-	205	36.313664	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037174-48037195:-	1036	183.516856	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037174-48037196:-	7	1.239979	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037175-48037195:-	12	2.125678	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037210-48037234:-	1	0.177140	N	mature,MIMAT0026479
hsa-mir-153-1	hg38:chr2:219294126-219294148:-	2	0.354280	N	mature,MIMAT0000439
hsa-mir-153-1	hg38:chr2:219294127-219294148:-	1	0.177140	N	mature,MIMAT0000439
hsa-mir-153-2	hg38:chr7:157574349-157574371:-	3	0.531419	N	mature,MIMAT0000439
hsa-mir-153-2	hg38:chr7:157574350-157574371:-	4	0.708559	N	mature,MIMAT0000439
hsa-mir-153-2	hg38:chr7:157574351-157574371:-	1	0.177140	N	mature,MIMAT0000439
hsa-mir-153-2	hg38:chr7:157574389-157574410:-	130	23.028177	N	mature,MIMAT0026480
hsa-mir-1537	hg38:chr1:235853000-235853022:-	1	0.177140	N	mature,MIMAT0007399
hsa-mir-1538	hg38:chr16:69565809-69565831:-	1	0.177140	N	mature,MIMAT0007400
hsa-mir-154	hg38:chr14:101059748-101059769:+	1	0.177140	N	precursor
hsa-mir-154	hg38:chr14:101059749-101059769:+	1	0.177140	N	precursor
hsa-mir-154	hg38:chr14:101059750-101059769:+	1	0.177140	N	precursor
hsa-mir-154	hg38:chr14:101059769-101059788:+	1	0.177140	N	mature,MIMAT0000452
hsa-mir-154	hg38:chr14:101059769-101059790:+	1	0.177140	N	mature,MIMAT0000452
hsa-mir-154	hg38:chr14:101059769-101059791:+	11	1.948538	N	mature,MIMAT0000452
hsa-mir-154	hg38:chr14:101059805-101059826:+	1	0.177140	N	mature,MIMAT0000453
hsa-mir-154	hg38:chr14:101059805-101059827:+	4	0.708559	N	mature,MIMAT0000453
hsa-mir-154	hg38:chr14:101059806-101059827:+	1	0.177140	N	mature,MIMAT0000453
hsa-mir-155	hg38:chr21:25573983-25574002:+	3	0.531419	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574003:+	98	17.359703	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574004:+	155	27.456672	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574005:+	174	30.822329	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574006:+	141	24.976715	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574007:+	65	11.514088	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574008:+	4	0.708559	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573984-25574003:+	1	0.177140	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573984-25574007:+	1	0.177140	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25574022-25574044:+	1	0.177140	N	mature,MIMAT0004658
hsa-mir-15a	hg38:chr13:50049130-50049152:-	1	0.177140	N	mature,MIMAT0004488
hsa-mir-15a	hg38:chr13:50049164-50049189:-	1	0.177140	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049165-50049189:-	164	29.050931	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049166-50049189:-	155	27.456672	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049167-50049189:-	74	13.108347	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049168-50049189:-	133	23.559596	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049169-50049189:-	30	5.314195	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049170-50049189:-	2	0.354280	N	mature,MIMAT0000068
hsa-mir-15b	hg38:chr3:160404587-160404607:+	1	0.177140	N	precursor
hsa-mir-15b	hg38:chr3:160404588-160404607:+	1	0.177140	N	precursor
hsa-mir-15b	hg38:chr3:160404589-160404607:+	1	0.177140	N	precursor
hsa-mir-15b	hg38:chr3:160404607-160404624:+	1	0.177140	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404625:+	24	4.251356	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404626:+	56	9.919830	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404627:+	160	28.342372	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404628:+	347	61.467518	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404629:+	681	120.632219	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404630:+	6	1.062839	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404610-160404628:+	1	0.177140	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404610-160404629:+	1	0.177140	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404645-160404664:+	33	5.845614	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404665:+	14	2.479958	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404666:+	115	20.371080	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404667:+	58	10.274110	N	mature,MIMAT0004586
hsa-mir-16-1	hg38:chr13:50048985-50049007:-	21	3.719936	N	mature,MIMAT0004489
hsa-mir-16-1	hg38:chr13:50048986-50049007:-	3	0.531419	N	mature,MIMAT0004489
hsa-mir-16-1	hg38:chr13:50048986-50049009:-	1	0.177140	N	mature,MIMAT0004489
hsa-mir-16-1	hg38:chr13:50049025-50049049:-	10	1.771398	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049026-50049044:-	2	0.354280	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049026-50049045:-	1	0.177140	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049026-50049049:-	51	9.034131	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049044:-	1	0.177140	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049045:-	1	0.177140	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049046:-	1	0.177140	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049049:-	1027	181.922598	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049028-50049049:-	24	4.251356	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049029-50049048:-	1	0.177140	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049029-50049049:-	114	20.193940	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049030-50049049:-	13	2.302818	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404734-160404754:+	2	0.354280	N	precursor
hsa-mir-16-2	hg38:chr3:160404754-160404772:+	1	0.177140	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404773:+	9	1.594258	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404774:+	115	20.371080	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404775:+	38	6.731313	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404776:+	1035	183.339716	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404777:+	42	7.439873	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404778:+	1	0.177140	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404779:+	4	0.708559	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404757-160404775:+	1	0.177140	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404759-160404776:+	4	0.708559	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404759-160404777:+	1	0.177140	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404795-160404816:+	1	0.177140	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404795-160404817:+	1	0.177140	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404796-160404816:+	7	1.239979	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404796-160404817:+	8	1.417119	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404796-160404818:+	20	3.542796	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404796-160404819:+	4	0.708559	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404797-160404816:+	1	0.177140	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404797-160404818:+	10	1.771398	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404797-160404819:+	6	1.062839	N	mature,MIMAT0004518
hsa-mir-17	hg38:chr13:91350596-91350618:+	2	0.354280	N	precursor
hsa-mir-17	hg38:chr13:91350617-91350637:+	1	0.177140	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350638:+	2	0.354280	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350639:+	7	1.239979	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350640:+	2	0.354280	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350641:+	5	0.885699	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350642:+	1	0.177140	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350637:+	2	0.354280	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350638:+	6	1.062839	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350639:+	45	7.971292	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350640:+	40	7.085593	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350641:+	1046	185.288254	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350642:+	29	5.137055	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350619-91350641:+	18	3.188517	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350654-91350677:+	5	0.885699	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350655-91350677:+	1008	178.556941	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350655-91350678:+	21	3.719936	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350656-91350677:+	127	22.496757	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350656-91350678:+	2	0.354280	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350656-91350679:+	1	0.177140	N	mature,MIMAT0000071
hsa-mir-181a-1	hg38:chr1:198859069-198859090:-	2	0.354280	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859091:-	372	65.896014	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859092:-	1	0.177140	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859070-198859091:-	154	27.279533	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859070-198859092:-	1	0.177140	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859071-198859091:-	48	8.502711	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859071-198859092:-	1	0.177140	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859072-198859091:-	24	4.251356	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859106-198859131:-	9	1.594258	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859107-198859131:-	42	7.439873	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859130:-	12	2.125678	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859131:-	1546	273.858166	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859130:-	14	2.479958	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859131:-	2727	483.060296	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859132:-	2	0.354280	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859110-198859131:-	227	40.210740	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859111-198859130:-	1	0.177140	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859111-198859131:-	72	12.754067	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859111-198859132:-	1	0.177140	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859112-198859131:-	24	4.251356	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859113-198859131:-	24	4.251356	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692460-124692480:+	2	0.354280	N	precursor
hsa-mir-181a-2	hg38:chr9:124692461-124692480:+	1	0.177140	N	precursor
hsa-mir-181a-2	hg38:chr9:124692479-124692499:+	1	0.177140	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692479-124692501:+	1	0.177140	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692479-124692503:+	2	0.354280	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692498:+	16	2.834237	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692499:+	35	6.199894	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692500:+	70	12.399788	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692501:+	205	36.313664	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692502:+	2672	473.317606	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692503:+	1591	281.829458	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692504:+	36	6.377034	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692505:+	10	1.771398	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692501:+	1	0.177140	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692502:+	15	2.657097	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692503:+	10	1.771398	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692504:+	2	0.354280	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692482-124692502:+	1	0.177140	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692483-124692503:+	1	0.177140	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692517-124692537:+	25	4.428496	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692538:+	52	9.211271	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692539:+	56	9.919830	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692540:+	7	1.239979	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692536:+	1	0.177140	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692537:+	152	26.925253	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692538:+	465	82.370017	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692539:+	1619	286.789373	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692540:+	1873	331.782888	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692541:+	15	2.657097	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692519-124692537:+	1	0.177140	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692519-124692539:+	3	0.531419	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692519-124692540:+	3	0.531419	N	mature,MIMAT0004558
hsa-mir-181b-1	hg38:chr1:198858886-198858908:-	8	1.417119	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858887-198858908:-	12	2.125678	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858888-198858906:-	1	0.177140	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858888-198858908:-	17	3.011377	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858888-198858910:-	1	0.177140	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858889-198858908:-	7	1.239979	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858924-198858947:-	8	1.417119	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858924-198858948:-	85	15.056885	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858946:-	1	0.177140	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858947:-	20	3.542796	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858948:-	259	45.879214	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858944:-	1	0.177140	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858947:-	26	4.605635	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858948:-	378	66.958853	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858949:-	1	0.177140	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858927-198858944:-	1	0.177140	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858927-198858947:-	22	3.897076	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858927-198858948:-	424	75.107285	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858927-198858949:-	3	0.531419	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858928-198858947:-	3	0.531419	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858928-198858948:-	34	6.022754	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858929-198858948:-	9	1.594258	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858930-198858948:-	7	1.239979	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693746:+	1	0.177140	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693743:+	13	2.302818	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693744:+	7	1.239979	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693745:+	42	7.439873	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693746:+	446	79.004361	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693747:+	366	64.833175	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693748:+	282	49.953430	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693749:+	70	12.399788	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693750:+	19	3.365657	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693744:+	1	0.177140	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693746:+	18	3.188517	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693747:+	24	4.251356	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693748:+	11	1.948538	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693749:+	4	0.708559	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693727-124693748:+	1	0.177140	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693728-124693746:+	1	0.177140	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693728-124693748:+	1	0.177140	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693731-124693749:+	1	0.177140	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693762-124693782:+	1	0.177140	N	mature,MIMAT0031893
hsa-mir-181b-2	hg38:chr9:124693762-124693783:+	1	0.177140	N	mature,MIMAT0031893
hsa-mir-181b-2	hg38:chr9:124693763-124693782:+	3	0.531419	N	mature,MIMAT0031893
hsa-mir-181b-2	hg38:chr9:124693763-124693783:+	4	0.708559	N	mature,MIMAT0031893
hsa-mir-181b-2	hg38:chr9:124693763-124693784:+	2	0.354280	N	mature,MIMAT0031893
hsa-mir-181b-2	hg38:chr9:124693763-124693785:+	1	0.177140	N	mature,MIMAT0031893
hsa-mir-181c	hg38:chr19:13874725-13874746:+	71	12.576927	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874747:+	103	18.245402	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874748:+	9	1.594258	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874749:+	1	0.177140	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874727-13874747:+	1	0.177140	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874763-13874785:+	3	0.531419	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874783:+	1	0.177140	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874784:+	11	1.948538	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874785:+	57	10.096970	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874786:+	58	10.274110	N	mature,MIMAT0004559
hsa-mir-181d	hg38:chr19:13874910-13874931:+	15	2.657097	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874932:+	25	4.428496	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874933:+	10	1.771398	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874934:+	1	0.177140	N	mature,MIMAT0002821
hsa-mir-182	hg38:chr7:129770408-129770429:-	1	0.177140	N	mature,MIMAT0000260
hsa-mir-182	hg38:chr7:129770441-129770471:-	1	0.177140	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770444-129770470:-	1	0.177140	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770444-129770471:-	41	7.262733	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770465:-	6	1.062839	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770467:-	1	0.177140	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770470:-	1	0.177140	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770471:-	412	72.981607	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770465:-	1	0.177140	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770466:-	5	0.885699	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770467:-	1	0.177140	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770468:-	2	0.354280	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770470:-	3	0.531419	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770471:-	1001	177.316962	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770465:-	2	0.354280	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770466:-	15	2.657097	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770468:-	1	0.177140	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770469:-	1	0.177140	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770470:-	14	2.479958	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770471:-	8224	1456.797900	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770448-129770467:-	1	0.177140	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770448-129770471:-	3451	611.309527	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770466:-	1	0.177140	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770467:-	1	0.177140	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770469:-	1	0.177140	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770470:-	15	2.657097	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770471:-	25737	4559.047611	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770472:-	1	0.177140	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770450-129770470:-	1	0.177140	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770450-129770471:-	4579	811.123247	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770451-129770470:-	3	0.531419	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770451-129770471:-	8674	1536.510820	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770452-129770471:-	525	92.998407	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770453-129770471:-	126	22.319618	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770454-129770471:-	3	0.531419	N	mature,MIMAT0000259
hsa-mir-183	hg38:chr7:129774927-129774949:-	2	0.354280	N	mature,MIMAT0004560
hsa-mir-183	hg38:chr7:129774929-129774950:-	1	0.177140	N	mature,MIMAT0004560
hsa-mir-183	hg38:chr7:129774959-129774989:-	1	0.177140	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774961-129774989:-	1	0.177140	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774963-129774988:-	2	0.354280	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774963-129774989:-	1	0.177140	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774964-129774988:-	3	0.531419	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774987:-	2	0.354280	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774988:-	925	163.854336	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774989:-	412	72.981607	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774990:-	1	0.177140	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774983:-	2	0.354280	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774984:-	3	0.531419	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774985:-	1	0.177140	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774987:-	6	1.062839	N	mature,MIMAT0000261
