miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-127	hg38:chr14:100883003-100883025:+	9	2.288996	N	mature,MIMAT0004604
hsa-mir-127	hg38:chr14:100883033-100883055:+	4	1.017332	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883034-100883055:+	11	2.797662	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883034-100883056:+	10	2.543329	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883034-100883057:+	3	0.762999	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883035-100883051:+	2	0.508666	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883035-100883054:+	40	10.173315	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883035-100883055:+	733	186.426000	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883035-100883056:+	1638	416.597255	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883035-100883057:+	3556	904.407716	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883035-100883058:+	15	3.814993	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883036-100883054:+	1	0.254333	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883036-100883055:+	2	0.508666	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883036-100883056:+	8	2.034663	N	mature,MIMAT0000446
hsa-mir-1270	hg38:chr19:20399320-20399343:-	5	1.271664	N	mature,MIMAT0005924
hsa-mir-1270	hg38:chr19:20399321-20399343:-	4	1.017332	N	mature,MIMAT0005924
hsa-mir-1270	hg38:chr19:20399321-20399344:-	1	0.254333	N	mature,MIMAT0005924
hsa-mir-1270	hg38:chr19:20399322-20399343:-	1	0.254333	N	mature,MIMAT0005924
hsa-mir-1270	hg38:chr19:20399322-20399344:-	1	0.254333	N	mature,MIMAT0005924
hsa-mir-1271	hg38:chr5:176367940-176367960:+	1	0.254333	N	precursor
hsa-mir-1271	hg38:chr5:176367942-176367960:+	1	0.254333	N	precursor
hsa-mir-1271	hg38:chr5:176367960-176367980:+	2	0.508666	N	mature,MIMAT0005796
hsa-mir-1271	hg38:chr5:176367960-176367981:+	6	1.525997	N	mature,MIMAT0005796
hsa-mir-1271	hg38:chr5:176367960-176367982:+	5	1.271664	N	mature,MIMAT0005796
hsa-mir-1273h	hg38:chr16:24203189-24203211:+	1	0.254333	N	mature,MIMAT0030416
hsa-mir-1277	hg38:chrX:118386381-118386404:+	1	0.254333	N	precursor
hsa-mir-1277	hg38:chrX:118386385-118386404:+	1	0.254333	N	precursor
hsa-mir-1277	hg38:chrX:118386440-118386461:+	1	0.254333	N	mature,MIMAT0005933
hsa-mir-1277	hg38:chrX:118386440-118386462:+	2	0.508666	N	mature,MIMAT0005933
hsa-mir-128-1	hg38:chr2:135665391-135665411:+	3	0.762999	N	precursor
hsa-mir-128-1	hg38:chr2:135665392-135665411:+	1	0.254333	N	precursor
hsa-mir-128-1	hg38:chr2:135665411-135665432:+	1	0.254333	N	mature,MIMAT0026477
hsa-mir-128-1	hg38:chr2:135665411-135665433:+	5	1.271664	N	mature,MIMAT0026477
hsa-mir-128-1	hg38:chr2:135665445-135665466:+	1	0.254333	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665446-135665465:+	20	5.086658	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665446-135665466:+	47	11.953645	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665446-135665467:+	194	49.340578	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665446-135665468:+	80	20.346630	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665446-135665469:+	2	0.508666	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744527-35744546:+	15	3.814993	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744527-35744547:+	59	15.005640	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744527-35744548:+	187	47.560248	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744527-35744549:+	1	0.254333	N	mature,MIMAT0000424
hsa-mir-1284	hg38:chr3:71542000-71542022:-	1	0.254333	N	unannotated
hsa-mir-1284	hg38:chr3:71542039-71542060:-	1	0.254333	N	mature,MIMAT0005941
hsa-mir-1287	hg38:chr10:98395231-98395254:-	1	0.254333	N	mature,MIMAT0026738
hsa-mir-1287	hg38:chr10:98395232-98395254:-	5	1.271664	N	mature,MIMAT0026738
hsa-mir-1287	hg38:chr10:98395270-98395293:-	3	0.762999	N	mature,MIMAT0005878
hsa-mir-1287	hg38:chr10:98395271-98395293:-	11	2.797662	N	mature,MIMAT0005878
hsa-mir-1287	hg38:chr10:98395272-98395293:-	33	8.392985	N	mature,MIMAT0005878
hsa-mir-1287	hg38:chr10:98395273-98395293:-	16	4.069326	N	mature,MIMAT0005878
hsa-mir-1287	hg38:chr10:98395274-98395293:-	1	0.254333	N	mature,MIMAT0005878
hsa-mir-1288	hg38:chr17:16282058-16282078:+	2	0.508666	N	mature,MIMAT0005942
hsa-mir-1288	hg38:chr17:16282058-16282079:+	1	0.254333	N	mature,MIMAT0005942
hsa-mir-129-1	hg38:chr7:128207876-128207897:+	4	1.017332	N	mature,MIMAT0000242
hsa-mir-1291	hg38:chr12:48654496-48654518:-	1	0.254333	N	mature,MIMAT0005881
hsa-mir-1293	hg38:chr12:50234147-50234168:-	1	0.254333	N	unannotated
hsa-mir-1293	hg38:chr12:50234147-50234169:-	1	0.254333	N	unannotated
hsa-mir-1293	hg38:chr12:50234183-50234203:-	1	0.254333	N	mature,MIMAT0005883
hsa-mir-1293	hg38:chr12:50234183-50234205:-	2	0.508666	N	mature,MIMAT0005883
hsa-mir-1294	hg38:chr5:154347151-154347173:+	1	0.254333	N	mature,MIMAT0005884
hsa-mir-1294	hg38:chr5:154347153-154347174:+	1	0.254333	N	mature,MIMAT0005884
hsa-mir-1295b	hg38:chr1:171101738-171101760:+	1	0.254333	N	mature,MIMAT0022293
hsa-mir-1295b	hg38:chr1:171101739-171101760:+	1	0.254333	N	mature,MIMAT0022293
hsa-mir-1296	hg38:chr10:63373012-63373034:-	14	3.560660	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373015-63373034:-	2	0.508666	N	mature,MIMAT0005794
hsa-mir-1301	hg38:chr2:25328650-25328672:-	1	0.254333	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328650-25328674:-	1	0.254333	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328650-25328675:-	2	0.508666	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328651-25328675:-	5	1.271664	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328652-25328672:-	1	0.254333	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328652-25328674:-	1	0.254333	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328652-25328675:-	1	0.254333	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328653-25328675:-	8	2.034663	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328654-25328674:-	3	0.762999	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328654-25328675:-	3	0.762999	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328655-25328675:-	5	1.271664	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328656-25328675:-	1	0.254333	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328712-25328730:-	1	0.254333	N	precursor
hsa-mir-1301	hg38:chr2:25328712-25328731:-	1	0.254333	N	precursor
hsa-mir-1301	hg38:chr2:25328712-25328732:-	4	1.017332	N	precursor
hsa-mir-1301	hg38:chr2:25328712-25328733:-	4	1.017332	N	precursor
hsa-mir-1304	hg38:chr11:93733691-93733713:-	2	0.508666	N	mature,MIMAT0022720
hsa-mir-1304	hg38:chr11:93733728-93733749:-	1	0.254333	N	mature,MIMAT0005892
hsa-mir-1306	hg38:chr22:20086072-20086092:+	10	2.543329	N	mature,MIMAT0022726
hsa-mir-1306	hg38:chr22:20086072-20086093:+	8	2.034663	N	mature,MIMAT0022726
hsa-mir-1306	hg38:chr22:20086072-20086094:+	12	3.051995	N	mature,MIMAT0022726
hsa-mir-1306	hg38:chr22:20086111-20086132:+	2	0.508666	N	mature,MIMAT0005950
hsa-mir-1306	hg38:chr22:20086111-20086133:+	1	0.254333	N	mature,MIMAT0005950
hsa-mir-1306	hg38:chr22:20086112-20086133:+	2	0.508666	N	mature,MIMAT0005950
hsa-mir-1307	hg38:chr10:103394298-103394322:-	6	1.525997	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394298-103394323:-	2	0.508666	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394299-103394318:-	1	0.254333	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394299-103394321:-	1	0.254333	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394299-103394322:-	133	33.826273	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394299-103394323:-	161	40.947593	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394300-103394321:-	1	0.254333	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394300-103394322:-	814	207.026963	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394300-103394323:-	1594	405.406608	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394301-103394322:-	116	29.502614	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394301-103394323:-	245	62.311555	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394302-103394322:-	1	0.254333	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394302-103394323:-	17	4.323659	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394303-103394322:-	1	0.254333	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394303-103394323:-	3	0.762999	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394305-103394323:-	2	0.508666	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394339-103394362:-	27	6.866988	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394340-103394362:-	74	18.820633	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394341-103394362:-	636	161.755711	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394342-103394362:-	108	27.467951	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394342-103394363:-	1	0.254333	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394343-103394362:-	2	0.508666	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394344-103394362:-	2	0.508666	N	mature,MIMAT0022727
hsa-mir-130a	hg38:chr11:57641187-57641212:+	1	0.254333	N	precursor
hsa-mir-130a	hg38:chr11:57641189-57641212:+	1	0.254333	N	precursor
hsa-mir-130a	hg38:chr11:57641190-57641212:+	4	1.017332	N	precursor
hsa-mir-130a	hg38:chr11:57641191-57641212:+	5	1.271664	N	precursor
hsa-mir-130a	hg38:chr11:57641192-57641212:+	11	2.797662	N	precursor
hsa-mir-130a	hg38:chr11:57641193-57641212:+	8	2.034663	N	precursor
hsa-mir-130a	hg38:chr11:57641212-57641234:+	3	0.762999	N	mature,MIMAT0004593
hsa-mir-130a	hg38:chr11:57641251-57641273:+	1	0.254333	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641251-57641274:+	5	1.271664	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641269:+	1	0.254333	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641270:+	1	0.254333	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641271:+	1	0.254333	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641272:+	4	1.017332	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641273:+	30	7.629986	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641274:+	132	33.571940	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641275:+	60	15.259973	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641253-57641275:+	1	0.254333	N	mature,MIMAT0000425
hsa-mir-130b	hg38:chr22:21653316-21653335:+	6	1.525997	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653316-21653336:+	5	1.271664	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653316-21653337:+	13	3.306327	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653316-21653338:+	58	14.751307	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653316-21653339:+	1	0.254333	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653354-21653373:+	1	0.254333	N	mature,MIMAT0000691
hsa-mir-130b	hg38:chr22:21653354-21653374:+	2	0.508666	N	mature,MIMAT0000691
hsa-mir-130b	hg38:chr22:21653354-21653375:+	7	1.780330	N	mature,MIMAT0000691
hsa-mir-130b	hg38:chr22:21653354-21653376:+	52	13.225310	N	mature,MIMAT0000691
hsa-mir-132	hg38:chr17:2049929-2049948:-	1	0.254333	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049929-2049949:-	1	0.254333	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049929-2049950:-	12	3.051995	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049929-2049951:-	427	108.600139	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049930-2049950:-	1	0.254333	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049930-2049951:-	49	12.462311	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049931-2049951:-	3	0.762999	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049932-2049951:-	1	0.254333	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049965-2049987:-	3	0.762999	N	mature,MIMAT0004594
hsa-mir-132	hg38:chr17:2049966-2049986:-	1	0.254333	N	mature,MIMAT0004594
hsa-mir-132	hg38:chr17:2049966-2049987:-	1	0.254333	N	mature,MIMAT0004594
hsa-mir-132	hg38:chr17:2049967-2049988:-	1	0.254333	N	mature,MIMAT0004594
hsa-mir-133a-1	hg38:chr18:21825711-21825733:-	2	0.508666	N	mature,MIMAT0000427
hsa-mir-133a-1	hg38:chr18:21825711-21825734:-	4	1.017332	N	mature,MIMAT0000427
hsa-mir-133a-1	hg38:chr18:21825712-21825734:-	1	0.254333	N	mature,MIMAT0000427
hsa-mir-133a-2	hg38:chr20:62564970-62564992:+	1	0.254333	N	mature,MIMAT0000427
hsa-mir-133a-2	hg38:chr20:62564970-62564993:+	5	1.271664	N	mature,MIMAT0000427
hsa-mir-133a-2	hg38:chr20:62564971-62564993:+	3	0.762999	N	mature,MIMAT0000427
hsa-mir-134	hg38:chr14:101054680-101054703:+	1	0.254333	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054691-101054712:+	1	0.254333	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054691-101054714:+	1	0.254333	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054693-101054714:+	6	1.525997	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054694-101054711:+	2	0.508666	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054694-101054712:+	6	1.525997	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054694-101054713:+	43	10.936314	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054694-101054714:+	710	180.576344	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054694-101054715:+	922	234.494914	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054694-101054716:+	1849	470.261492	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054733-101054753:+	2	0.508666	N	mature,MIMAT0026481
hsa-mir-134	hg38:chr14:101054733-101054754:+	8	2.034663	N	mature,MIMAT0026481
hsa-mir-134	hg38:chr14:101054733-101054755:+	3	0.762999	N	mature,MIMAT0026481
hsa-mir-134	hg38:chr14:101054734-101054756:+	1	0.254333	N	mature,MIMAT0026481
hsa-mir-1343	hg38:chr11:34941888-34941910:+	3	0.762999	N	mature,MIMAT0019776
hsa-mir-135a-1	hg38:chr3:52294271-52294293:-	3	0.762999	N	mature,MIMAT0000428
hsa-mir-135a-1	hg38:chr3:52294272-52294293:-	1	0.254333	N	mature,MIMAT0000428
hsa-mir-135a-2	hg38:chr12:97563834-97563856:+	4	1.017332	N	mature,MIMAT0000428
hsa-mir-135a-2	hg38:chr12:97563834-97563857:+	1	0.254333	N	mature,MIMAT0000428
hsa-mir-135b	hg38:chr1:205448323-205448345:-	1	0.254333	N	mature,MIMAT0004698
hsa-mir-135b	hg38:chr1:205448324-205448345:-	1	0.254333	N	mature,MIMAT0004698
hsa-mir-135b	hg38:chr1:205448361-205448384:-	38	9.664649	N	mature,MIMAT0000758
hsa-mir-135b	hg38:chr1:205448362-205448384:-	77	19.583632	N	mature,MIMAT0000758
hsa-mir-135b	hg38:chr1:205448363-205448384:-	7	1.780330	N	mature,MIMAT0000758
hsa-mir-135b	hg38:chr1:205448364-205448384:-	5	1.271664	N	mature,MIMAT0000758
hsa-mir-136	hg38:chr14:100884694-100884714:+	4	1.017332	N	precursor
hsa-mir-136	hg38:chr14:100884695-100884713:+	1	0.254333	N	precursor
hsa-mir-136	hg38:chr14:100884695-100884714:+	2	0.508666	N	precursor
hsa-mir-136	hg38:chr14:100884695-100884716:+	1	0.254333	N	precursor
hsa-mir-136	hg38:chr14:100884697-100884716:+	2	0.508666	N	precursor
hsa-mir-136	hg38:chr14:100884713-100884736:+	1	0.254333	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884714-100884735:+	1	0.254333	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884714-100884736:+	16	4.069326	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884715-100884737:+	10	2.543329	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884716-100884734:+	3	0.762999	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884716-100884737:+	136	34.589271	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884716-100884738:+	50	12.716644	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884716-100884739:+	35	8.901651	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884717-100884739:+	5	1.271664	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884750-100884769:+	1	0.254333	N	mature,MIMAT0004606
hsa-mir-136	hg38:chr14:100884750-100884770:+	3	0.762999	N	mature,MIMAT0004606
hsa-mir-136	hg38:chr14:100884750-100884771:+	7	1.780330	N	mature,MIMAT0004606
hsa-mir-136	hg38:chr14:100884750-100884772:+	23	5.849656	N	mature,MIMAT0004606
hsa-mir-136	hg38:chr14:100884751-100884769:+	1	0.254333	N	mature,MIMAT0004606
hsa-mir-136	hg38:chr14:100884751-100884770:+	9	2.288996	N	mature,MIMAT0004606
hsa-mir-136	hg38:chr14:100884751-100884771:+	2	0.508666	N	mature,MIMAT0004606
hsa-mir-136	hg38:chr14:100884751-100884772:+	47	11.953645	N	mature,MIMAT0004606
hsa-mir-136	hg38:chr14:100884752-100884769:+	1	0.254333	N	mature,MIMAT0004606
hsa-mir-136	hg38:chr14:100884752-100884772:+	1	0.254333	N	mature,MIMAT0004606
hsa-mir-137	hg38:chr1:98046090-98046114:-	1	0.254333	N	mature,MIMAT0000429
hsa-mir-137	hg38:chr1:98046091-98046112:-	1	0.254333	N	mature,MIMAT0000429
hsa-mir-137	hg38:chr1:98046091-98046113:-	2	0.508666	N	mature,MIMAT0000429
hsa-mir-137	hg38:chr1:98046091-98046114:-	25	6.358322	N	mature,MIMAT0000429
hsa-mir-137	hg38:chr1:98046092-98046114:-	1	0.254333	N	mature,MIMAT0000429
hsa-mir-137	hg38:chr1:98046093-98046114:-	3	0.762999	N	mature,MIMAT0000429
hsa-mir-137	hg38:chr1:98046094-98046114:-	1	0.254333	N	mature,MIMAT0000429
hsa-mir-137	hg38:chr1:98046150-98046168:-	1	0.254333	N	unannotated
hsa-mir-138-1	hg38:chr3:44114213-44114234:+	1	0.254333	N	precursor
hsa-mir-138-1	hg38:chr3:44114214-44114234:+	1	0.254333	N	precursor
hsa-mir-138-1	hg38:chr3:44114234-44114255:+	4	1.017332	N	mature,MIMAT0000430
hsa-mir-138-1	hg38:chr3:44114234-44114256:+	2	0.508666	N	mature,MIMAT0000430
hsa-mir-138-1	hg38:chr3:44114234-44114257:+	6	1.525997	N	mature,MIMAT0000430
hsa-mir-138-1	hg38:chr3:44114234-44114258:+	7	1.780330	N	mature,MIMAT0000430
hsa-mir-138-1	hg38:chr3:44114234-44114259:+	2	0.508666	N	mature,MIMAT0000430
hsa-mir-138-1	hg38:chr3:44114272-44114294:+	1	0.254333	N	mature,MIMAT0004607
hsa-mir-138-1	hg38:chr3:44114272-44114295:+	1	0.254333	N	mature,MIMAT0004607
hsa-mir-138-1	hg38:chr3:44114274-44114294:+	1	0.254333	N	mature,MIMAT0004607
hsa-mir-138-1	hg38:chr3:44114274-44114295:+	5	1.271664	N	mature,MIMAT0004607
hsa-mir-138-2	hg38:chr16:56858527-56858547:+	1	0.254333	N	mature,MIMAT0000430
hsa-mir-138-2	hg38:chr16:56858527-56858548:+	9	2.288996	N	mature,MIMAT0000430
hsa-mir-138-2	hg38:chr16:56858527-56858550:+	13	3.306327	N	mature,MIMAT0000430
hsa-mir-139	hg38:chr11:72615066-72615089:-	2	0.508666	N	mature,MIMAT0004552
hsa-mir-139	hg38:chr11:72615067-72615089:-	4	1.017332	N	mature,MIMAT0004552
hsa-mir-139	hg38:chr11:72615068-72615089:-	37	9.410317	N	mature,MIMAT0004552
hsa-mir-139	hg38:chr11:72615069-72615089:-	2	0.508666	N	mature,MIMAT0004552
hsa-mir-139	hg38:chr11:72615070-72615089:-	1	0.254333	N	mature,MIMAT0004552
hsa-mir-139	hg38:chr11:72615102-72615125:-	41	10.427648	N	mature,MIMAT0000250
hsa-mir-139	hg38:chr11:72615103-72615125:-	164	41.710592	N	mature,MIMAT0000250
hsa-mir-139	hg38:chr11:72615104-72615125:-	15	3.814993	N	mature,MIMAT0000250
hsa-mir-139	hg38:chr11:72615105-72615125:-	5	1.271664	N	mature,MIMAT0000250
hsa-mir-140	hg38:chr16:69933103-69933123:+	3	0.762999	N	mature,MIMAT0000431
hsa-mir-140	hg38:chr16:69933103-69933124:+	12	3.051995	N	mature,MIMAT0000431
hsa-mir-140	hg38:chr16:69933103-69933125:+	173	43.999588	N	mature,MIMAT0000431
hsa-mir-140	hg38:chr16:69933142-69933160:+	1	0.254333	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933142-69933162:+	76	19.329299	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933142-69933163:+	70	17.803301	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933142-69933164:+	535	136.068090	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933142-69933165:+	663	168.622698	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933142-69933166:+	303	77.062862	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933142-69933167:+	1	0.254333	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933143-69933161:+	1	0.254333	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933143-69933162:+	12	3.051995	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933143-69933163:+	30	7.629986	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933143-69933164:+	434	110.380469	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933143-69933165:+	1548	393.707296	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933143-69933166:+	660	167.859700	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933143-69933167:+	5	1.271664	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933144-69933163:+	2	0.508666	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933144-69933164:+	12	3.051995	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933144-69933165:+	69	17.548969	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933144-69933166:+	48	12.207978	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933144-69933167:+	1	0.254333	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933145-69933165:+	1	0.254333	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933145-69933166:+	16	4.069326	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933146-69933165:+	2	0.508666	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933146-69933168:+	2	0.508666	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933146-69933169:+	7	1.780330	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933147-69933166:+	2	0.508666	N	mature,MIMAT0004597
hsa-mir-140	hg38:chr16:69933147-69933169:+	1	0.254333	N	mature,MIMAT0004597
hsa-mir-141	hg38:chr12:6964113-6964133:+	1	0.254333	N	mature,MIMAT0004598
hsa-mir-141	hg38:chr12:6964113-6964134:+	33	8.392985	N	mature,MIMAT0004598
hsa-mir-141	hg38:chr12:6964113-6964135:+	15	3.814993	N	mature,MIMAT0004598
hsa-mir-141	hg38:chr12:6964155-6964174:+	1	0.254333	N	mature,MIMAT0000432
hsa-mir-141	hg38:chr12:6964155-6964175:+	5	1.271664	N	mature,MIMAT0000432
hsa-mir-141	hg38:chr12:6964155-6964176:+	21	5.340990	N	mature,MIMAT0000432
hsa-mir-141	hg38:chr12:6964155-6964177:+	9	2.288996	N	mature,MIMAT0000432
hsa-mir-141	hg38:chr12:6964155-6964178:+	42	10.681981	N	mature,MIMAT0000432
hsa-mir-141	hg38:chr12:6964155-6964179:+	1	0.254333	N	mature,MIMAT0000432
hsa-mir-142	hg38:chr17:58331222-58331245:-	1	0.254333	N	precursor
hsa-mir-142	hg38:chr17:58331223-58331245:-	1	0.254333	N	precursor
hsa-mir-142	hg38:chr17:58331224-58331245:-	2	0.508666	N	precursor
hsa-mir-142	hg38:chr17:58331225-58331245:-	1	0.254333	N	precursor
hsa-mir-142	hg38:chr17:58331243-58331265:-	17	4.323659	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331244-58331265:-	1	0.254333	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331244-58331267:-	85	21.618295	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331244-58331268:-	1	0.254333	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331245-58331265:-	4	1.017332	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331245-58331266:-	16	4.069326	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331245-58331267:-	3928	999.019547	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331245-58331268:-	432	109.871804	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331246-58331264:-	1	0.254333	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331246-58331265:-	3	0.762999	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331246-58331266:-	7	1.780330	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331246-58331267:-	8019	2039.495353	N	mature,MIMAT0000434
